rtt,randRate,controlRate,throughput,retransmits,cwnd,mss
26.195,5,0.1,0.0,942,591,8948
26.295,5,0.1,0.0,942,592,8948
26.31,5,0.1,0.0,942,594,8948
26.273,5,0.1,0.0,942,595,8948
26.374,5,0.1,0.0,942,596,8948
26.276,5,0.1,0.0,942,597,8948
26.234,5,0.1,0.0,942,598,8948
26.63,5,0.1,0.0,942,600,8948
26.227,5,0.1,0.0,942,601,8948
26.201,5,0.1,0.0,942,603,8948
26.316,5,0.1,0.0,942,603,8948
26.195,5,0.1,0.0,942,605,8948
26.204,5,0.1,0.0,942,607,8948
26.54,5,0.1,0.0,942,607,8948
26.205,5,0.1,0.0,942,609,8948
26.177,5,0.1,0.0,942,611,8948
26.552,5,0.1,0.0,942,611,8948
26.94,5,0.1,0.0,942,613,8948
26.187,5,0.1,0.0,942,615,8948
26.288,5,0.1,0.0,942,615,8948
26.355,5,0.1,0.0,942,617,8948
26.177,5,0.1,0.0,942,618,8948
26.241,5,0.1,0.0,942,620,8948
26.274,5,0.1,0.0,942,622,8948
26.178,5,0.1,0.0,942,624,8948
26.247,5,0.1,0.0,942,626,8948
26.282,5,0.1,0.0,942,628,8948
26.154,5,0.1,0.0,942,630,8948
26.189,5,0.1,0.0,942,632,8948
26.222,5,0.1,0.0,942,634,8948
26.226,5,0.1,0.0,942,636,8948
26.261,5,0.1,0.0,942,639,8948
26.205,5,0.1,0.0,942,640,8948
26.201,5,0.1,0.0,942,642,8948
26.23,5,0.1,0.0,942,645,8948
26.209,5,0.1,0.0,942,646,8948
26.738,5,0.1,0.0,942,648,8948
26.187,5,0.1,0.0,942,651,8948
26.166,5,0.1,0.0,942,653,8948
26.257,5,0.1,0.0,942,655,8948
26.365,5,0.1,0.0,942,657,8948
26.279,5,0.1,0.0,942,659,8948
26.263,5,0.1,0.0,942,663,8948
26.248,5,0.1,0.0,942,665,8948
26.208,5,0.1,0.0,942,667,8948
26.211,5,0.1,0.0,942,671,8948
26.195,5,0.1,0.0,942,673,8948
26.215,5,0.1,0.0,942,676,8948
26.213,5,0.1,0.0,942,678,8948
26.316,5,0.1,0.0,942,681,8948
26.268,5,0.1,0.0,942,683,8948
26.19,5,0.1,0.0,942,686,8948
26.194,5,0.1,0.0,942,688,8948
26.163,5,0.1,0.0,942,692,8948
26.52,5,0.1,0.0,942,694,8948
26.885,5,0.1,0.0,942,696,8948
26.426,5,0.1,0.0,942,700,8948
26.194,5,0.1,0.0,942,701,8948
26.306,5,0.1,0.0,942,704,8948
26.244,5,0.1,0.0,942,708,8948
26.423,5,0.1,0.0,942,710,8948
26.258,5,0.1,0.0,942,713,8948
26.243,5,0.1,0.0,942,718,8948
26.346,5,0.1,0.0,942,720,8948
26.248,5,0.1,0.0,942,723,8948
26.218,5,0.1,0.0,942,728,8948
26.348,5,0.1,0.0,942,729,8948
26.19,5,0.1,0.0,942,733,8948
26.185,5,0.1,0.0,942,737,8948
26.41,5,0.1,0.0,942,739,8948
26.264,5,0.1,0.0,942,743,8948
26.243,5,0.1,0.0,942,747,8948
26.33,5,0.1,0.0,942,749,8948
26.297,5,0.1,0.0,942,753,8948
26.239,5,0.1,0.0,942,757,8948
26.247,5,0.1,0.0,942,760,8948
26.305,5,0.1,0.0,942,765,8948
26.217,5,0.1,0.0,942,768,8948
26.252,5,0.1,0.0,942,772,8948
26.244,5,0.1,0.0,942,776,8948
26.364,5,0.1,0.0,942,779,8948
26.207,5,0.1,0.0,942,785,8948
26.197,5,0.1,0.0,942,788,8948
26.359,5,0.1,0.0,942,792,8948
26.366,5,0.1,0.0,942,797,8948
26.348,5,0.1,0.0,942,799,8948
26.337,5,0.1,0.0,942,804,8948
26.319,5,0.1,0.0,942,808,8948
26.499,5,0.1,0.0,942,811,8948
26.26,5,0.1,0.0,942,816,8948
26.237,5,0.1,0.0,942,820,8948
26.255,5,0.1,0.0,942,823,8948
26.269,5,0.1,0.0,942,827,8948
26.202,5,0.1,0.0,942,831,8948
26.201,5,0.1,0.0,942,836,8948
26.227,5,0.1,0.0,942,840,8948
26.189,5,0.1,0.0,942,845,8948
26.192,5,0.1,0.0,942,849,8948
26.216,5,0.1,0.0,942,854,8948
26.218,5,0.1,0.0,942,858,8948
26.183,5,0.1,0.0,942,862,8948
26.21,5,0.1,0.0,942,867,8948
26.318,5,0.1,0.0,942,871,8948
26.188,5,0.1,0.0,942,876,8948
26.232,5,0.1,0.0,942,880,8948
26.837,5,0.1,0.0,942,885,8948
26.195,5,0.1,0.0,942,891,8948
26.179,5,0.1,0.0,942,894,8948
26.206,5,0.1,0.0,942,899,8948
26.155,5,0.1,0.0,942,904,8948
26.193,5,0.1,0.0,942,908,8948
26.15,5,0.1,0.0,957,876,8948
26.26,5,0.1,0.0,957,761,8948
26.221,5,0.1,0.0,957,727,8948
26.224,5,0.1,0.0,957,727,8948
26.163,5,0.1,0.0,957,727,8948
26.419,5,0.1,0.0,957,727,8948
26.205,5,0.1,0.0,957,728,8948
26.251,5,0.1,0.0,957,728,8948
26.193,5,0.1,0.0,957,728,8948
26.251,5,0.1,0.0,957,728,8948
26.189,5,0.1,0.0,957,729,8948
26.213,5,0.1,0.0,957,729,8948
26.227,5,0.1,0.0,957,729,8948
26.186,5,0.1,0.0,957,730,8948
26.142,5,0.1,0.0,957,730,8948
26.202,5,0.1,0.0,957,730,8948
26.202,5,0.1,0.0,957,730,8948
26.223,5,0.1,0.0,957,731,8948
26.21,8,0.1,0.0,957,731,8948
26.182,8,0.1,0.0,957,731,8948
26.23,8,0.1,0.0,957,732,8948
26.316,8,0.1,0.0,957,732,8948
26.329,8,0.1,0.0,957,732,8948
26.21,8,0.1,0.0,957,732,8948
26.374,8,0.1,0.0,957,733,8948
26.226,8,0.1,0.0,957,733,8948
26.222,8,0.1,0.0,957,733,8948
26.236,8,0.1,0.0,957,733,8948
26.194,8,0.1,0.0,957,734,8948
26.185,8,0.1,0.0,957,734,8948
26.179,8,0.1,0.0,957,734,8948
26.187,8,0.1,0.0,957,735,8948
26.191,8,0.1,0.0,957,735,8948
26.183,8,0.1,0.0,957,735,8948
26.186,8,0.1,0.0,957,735,8948
26.221,8,0.1,0.0,957,736,8948
26.224,8,0.1,0.0,957,736,8948
26.308,8,0.1,0.0,957,736,8948
26.289,8,0.1,0.0,957,737,8948
26.16,8,0.1,0.0,957,737,8948
26.247,8,0.1,0.0,957,737,8948
26.32,8,0.1,0.0,957,737,8948
26.186,8,0.1,0.0,957,738,8948
26.279,8,0.1,0.0,957,738,8948
26.309,8,0.1,0.0,957,738,8948
26.207,8,0.1,0.0,957,738,8948
26.582,8,0.1,0.0,957,739,8948
26.23,8,0.1,0.0,957,739,8948
26.288,8,0.1,0.0,957,739,8948
26.262,8,0.1,0.0,957,739,8948
26.227,8,0.1,0.0,957,740,8948
26.165,8,0.1,0.0,957,740,8948
26.247,8,0.1,0.0,957,740,8948
26.279,8,0.1,0.0,957,741,8948
26.203,8,0.1,0.0,957,741,8948
26.194,8,0.1,0.0,957,741,8948
26.205,8,0.1,0.0,957,741,8948
26.179,8,0.1,0.0,957,742,8948
26.184,8,0.1,0.0,957,742,8948
26.218,8,0.1,0.0,968,676,8948
26.237,8,0.1,0.0,968,591,8948
26.21,8,0.1,0.0,968,591,8948
26.309,8,0.1,0.0,968,591,8948
26.185,8,0.1,0.0,968,591,8948
26.223,8,0.1,0.0,968,592,8948
26.224,8,0.1,0.0,968,592,8948
26.196,8,0.1,0.0,968,592,8948
26.216,8,0.1,0.0,968,592,8948
26.174,8,0.1,0.0,968,593,8948
26.277,8,0.1,0.0,968,593,8948
26.246,8,0.1,0.0,968,593,8948
26.175,8,0.1,0.0,968,593,8948
26.196,8,0.1,0.0,968,594,8948
26.217,8,0.1,0.0,968,594,8948
26.213,8,0.1,0.0,968,594,8948
26.215,8,0.1,0.0,968,595,8948
26.204,8,0.1,0.0,968,595,8948
26.206,8,0.1,0.0,968,595,8948
26.222,8,0.1,0.0,968,595,8948
26.223,8,0.1,0.0,968,596,8948
26.252,8,0.1,0.0,968,596,8948
26.363,8,0.1,0.0,968,596,8948
26.222,8,0.1,0.0,968,596,8948
26.587,8,0.1,0.0,968,597,8948
26.202,8,0.1,0.0,968,597,8948
26.27,8,0.1,0.0,968,597,8948
26.381,8,0.1,0.0,968,598,8948
26.3,8,0.1,0.0,968,598,8948
26.788,8,0.1,0.0,968,598,8948
26.264,8,0.1,0.0,968,598,8948
26.221,8,0.1,0.0,968,599,8948
26.356,8,0.1,0.0,968,599,8948
26.301,8,0.1,0.0,968,599,8948
26.653,8,0.1,0.0,968,599,8948
26.189,8,0.1,0.0,968,600,8948
26.251,8,0.1,0.0,968,600,8948
26.364,8,0.1,0.0,968,600,8948
26.207,8,0.1,0.0,968,601,8948
26.19,8,0.1,0.0,968,601,8948
26.293,8,0.1,0.0,968,601,8948
26.189,8,0.1,0.0,968,601,8948
26.291,8,0.1,0.0,968,602,8948
26.205,8,0.1,0.0,968,602,8948
26.153,8,0.1,0.0,968,602,8948
26.213,8,0.1,0.0,968,602,8948
26.412,8,0.1,0.0,968,603,8948
26.191,8,0.1,0.0,968,603,8948
26.556,8,0.1,0.0,968,603,8948
26.317,8,0.1,0.0,968,603,8948
26.334,8,0.1,0.0,968,604,8948
26.446,8,0.1,0.0,968,604,8948
26.353,8,0.1,0.0,968,604,8948
26.643,8,0.1,0.0,968,605,8948
26.197,8,0.1,0.0,968,605,8948
26.679,8,0.1,0.0,968,605,8948
26.57,8,0.1,0.0,968,605,8948
26.22,8,0.1,0.0,968,605,8948
26.316,8,0.1,0.0,968,606,8948
26.346,4,0.1,0.0,968,606,8948
26.274,4,0.1,0.0,968,606,8948
26.21,4,0.1,0.0,968,607,8948
26.285,4,0.1,0.0,968,607,8948
26.193,4,0.1,0.0,968,607,8948
26.404,4,0.1,0.0,968,607,8948
26.201,4,0.1,0.0,968,608,8948
26.19,4,0.1,0.0,968,608,8948
26.445,4,0.1,0.0,968,608,8948
26.651,4,0.1,0.0,968,609,8948
26.227,4,0.1,0.0,968,609,8948
26.188,4,0.1,0.0,968,609,8948
26.209,4,0.1,0.0,968,609,8948
26.243,4,0.1,0.0,968,610,8948
26.272,4,0.1,0.0,968,610,8948
26.205,4,0.1,0.0,968,610,8948
26.333,4,0.1,0.0,968,611,8948
26.287,4,0.1,0.0,968,611,8948
26.207,4,0.1,0.0,968,611,8948
26.325,4,0.1,0.0,968,611,8948
26.436,4,0.1,0.0,968,612,8948
26.232,4,0.1,0.0,968,612,8948
26.242,4,0.1,0.0,968,612,8948
26.187,4,0.1,0.0,968,612,8948
26.249,4,0.1,0.0,968,613,8948
26.226,4,0.1,0.0,968,613,8948
26.222,4,0.1,0.0,968,613,8948
26.217,4,0.1,0.0,968,613,8948
26.275,4,0.1,0.0,968,614,8948
26.22,4,0.1,0.0,968,614,8948
26.237,4,0.1,0.0,968,614,8948
26.297,4,0.1,0.0,968,615,8948
26.241,4,0.1,0.0,968,615,8948
26.266,4,0.1,0.0,968,615,8948
26.327,4,0.1,0.0,968,615,8948
26.259,4,0.1,0.0,968,616,8948
26.311,4,0.1,0.0,968,616,8948
26.258,4,0.1,0.0,968,617,8948
26.182,4,0.1,0.0,968,618,8948
26.271,4,0.1,0.0,968,618,8948
26.175,4,0.1,0.0,968,619,8948
26.213,4,0.1,0.0,968,619,8948
26.169,4,0.1,0.0,968,620,8948
26.25,4,0.1,0.0,968,620,8948
26.934,4,0.1,0.0,968,621,8948
26.179,4,0.1,0.0,968,622,8948
26.341,4,0.1,0.0,968,622,8948
26.22,4,0.1,0.0,968,623,8948
26.214,4,0.1,0.0,968,623,8948
26.219,4,0.1,0.0,968,623,8948
26.268,4,0.1,0.0,968,624,8948
26.133,4,0.1,0.0,968,625,8948
26.549,4,0.1,0.0,968,625,8948
26.372,4,0.1,0.0,968,626,8948
26.216,4,0.1,0.0,968,627,8948
26.364,4,0.1,0.0,968,627,8948
26.28,4,0.1,0.0,968,628,8948
26.203,4,0.1,0.0,968,629,8948
26.211,4,0.1,0.0,968,629,8948
26.486,4,0.1,0.0,968,630,8948
26.211,4,0.1,0.0,968,631,8948
26.216,4,0.1,0.0,968,632,8948
26.285,4,0.1,0.0,968,633,8948
26.268,4,0.1,0.0,968,634,8948
26.202,4,0.1,0.0,968,634,8948
26.405,4,0.1,0.0,968,635,8948
26.271,4,0.1,0.0,968,636,8948
26.184,4,0.1,0.0,968,637,8948
26.298,4,0.1,0.0,968,637,8948
26.221,4,0.1,0.0,968,639,8948
26.176,4,0.1,0.0,968,640,8948
26.344,4,0.1,0.0,968,640,8948
26.714,4,0.1,0.0,968,642,8948
26.196,4,0.1,0.0,968,643,8948
26.687,4,0.1,0.0,968,643,8948
26.229,4,0.1,0.0,968,645,8948
26.234,4,0.1,0.0,968,646,8948
26.198,4,0.1,0.0,968,647,8948
26.307,4,0.1,0.0,968,648,8948
26.191,4,0.1,0.0,968,649,8948
26.157,4,0.1,0.0,968,650,8948
26.16,4,0.1,0.0,968,651,8948
26.619,4,0.1,0.0,968,653,8948
26.286,4,0.1,0.0,968,654,8948
26.692,4,0.1,0.0,968,654,8948
26.539,4,0.1,0.0,968,656,8948
26.208,4,0.1,0.0,968,657,8948
26.328,4,0.1,0.0,968,658,8948
26.324,4,0.1,0.0,968,659,8948
26.215,4,0.1,0.0,968,661,8948
26.212,4,0.1,0.0,968,661,8948
26.281,4,0.1,0.0,968,663,8948
26.159,4,0.1,0.0,968,664,8948
26.307,4,0.1,0.0,968,665,8948
26.223,4,0.1,0.0,968,667,8948
26.226,4,0.1,0.0,968,668,8948
26.237,4,0.1,0.0,968,669,8948
26.308,4,0.1,0.0,968,671,8948
26.191,4,0.1,0.0,968,672,8948
26.182,4,0.1,0.0,968,673,8948
26.307,7,0.1,0.0,968,675,8948
26.565,7,0.1,0.0,968,676,8948
26.233,7,0.1,0.0,968,678,8948
26.644,7,0.1,0.0,968,679,8948
26.349,7,0.1,0.0,968,680,8948
26.204,7,0.1,0.0,968,682,8948
26.203,7,0.1,0.0,968,684,8948
26.368,7,0.1,0.0,968,685,8948
26.172,7,0.1,0.0,968,687,8948
26.213,7,0.1,0.0,968,689,8948
26.544,7,0.1,0.0,968,690,8948
26.545,7,0.1,0.0,968,692,8948
26.227,7,0.1,0.0,968,694,8948
26.525,7,0.1,0.0,968,695,8948
26.24,7,0.1,0.0,968,697,8948
26.271,7,0.1,0.0,968,699,8948
26.292,7,0.1,0.0,968,699,8948
26.341,7,0.1,0.0,968,702,8948
26.25,7,0.1,0.0,968,704,8948
26.219,7,0.1,0.0,968,704,8948
26.311,7,0.1,0.0,968,706,8948
26.238,7,0.1,0.0,968,709,8948
26.208,7,0.1,0.0,968,709,8948
26.348,7,0.1,0.0,968,711,8948
26.217,7,0.1,0.0,968,713,8948
26.225,7,0.1,0.0,968,714,8948
26.255,7,0.1,0.0,968,716,8948
26.396,7,0.1,0.0,968,719,8948
26.307,7,0.1,0.0,968,720,8948
26.319,7,0.1,0.0,968,722,8948
26.671,7,0.1,0.0,968,724,8948
26.179,7,0.1,0.0,968,727,8948
26.586,7,0.1,0.0,968,727,8948
26.56,7,0.1,0.0,968,730,8948
26.213,7,0.1,0.0,968,733,8948
26.526,7,0.1,0.0,968,733,8948
26.451,7,0.1,0.0,968,736,8948
26.233,7,0.1,0.0,968,736,8948
26.5,7,0.1,0.0,968,737,8948
26.462,7,0.1,0.0,1053,518,8948
26.268,7,0.1,0.0,1157,518,8948
25.968,7,0.1,0.0,1172,570,8948
26.249,7,0.1,0.0,1172,571,8948
26.222,7,0.1,0.0,1172,571,8948
26.188,7,0.1,0.0,1172,571,8948
26.26,7,0.1,0.0,1172,572,8948
26.172,7,0.1,0.0,1172,572,8948
26.234,7,0.1,0.0,1172,572,8948
26.288,7,0.1,0.0,1172,573,8948
26.223,7,0.1,0.0,1172,573,8948
26.233,7,0.1,0.0,1172,573,8948
26.243,7,0.1,0.0,1172,573,8948
26.19,7,0.1,0.0,1172,574,8948
26.312,7,0.1,0.0,1172,574,8948
26.272,7,0.1,0.0,1172,574,8948
26.183,7,0.1,0.0,1172,575,8948
26.227,7,0.1,0.0,1172,575,8948
26.186,7,0.1,0.0,1172,575,8948
26.194,7,0.1,0.0,1172,576,8948
26.277,7,0.1,0.0,1172,576,8948
26.336,7,0.1,0.0,1172,576,8948
26.259,7,0.1,0.0,1172,577,8948
26.228,7,0.1,0.0,1172,577,8948
26.636,7,0.1,0.0,1172,577,8948
26.234,7,0.1,0.0,1172,577,8948
26.231,7,0.1,0.0,1172,578,8948
26.182,7,0.1,0.0,1172,578,8948
26.253,7,0.1,0.0,1172,578,8948
26.917,7,0.1,0.0,1172,578,8948
26.213,7,0.1,0.0,1172,579,8948
26.369,7,0.1,0.0,1172,579,8948
26.43,7,0.1,0.0,1172,579,8948
26.263,7,0.1,0.0,1172,580,8948
26.225,7,0.1,0.0,1172,580,8948
26.894,7,0.1,0.0,1172,580,8948
26.267,7,0.1,0.0,1172,581,8948
26.315,7,0.1,0.0,1172,581,8948
26.213,7,0.1,0.0,1172,581,8948
26.26,7,0.1,0.0,1172,582,8948
26.239,7,0.1,0.0,1172,582,8948
26.186,7,0.1,0.0,1172,582,8948
26.202,7,0.1,0.0,1172,582,8948
26.301,7,0.1,0.0,1172,583,8948
26.244,7,0.1,0.0,1172,583,8948
26.209,7,0.1,0.0,1172,583,8948
26.297,7,0.1,0.0,1172,584,8948
26.318,7,0.1,0.0,1172,584,8948
26.285,7,0.1,0.0,1172,584,8948
26.596,7,0.1,0.0,1172,585,8948
26.201,7,0.1,0.0,1172,585,8948
26.242,7,0.1,0.0,1172,585,8948
26.383,7,0.1,0.0,1172,586,8948
26.459,7,0.1,0.0,1172,586,8948
26.76,7,0.1,0.0,1172,586,8948
26.217,7,0.1,0.0,1172,586,8948
26.948,7,0.1,0.0,1172,587,8948
26.405,7,0.1,0.0,1172,587,8948
26.26,7,0.1,0.0,1172,587,8948
26.471,7,0.1,0.0,1172,588,8948
26.26,7,0.1,0.0,1172,588,8948
26.233,3,0.1,0.0,1172,588,8948
26.573,3,0.1,0.0,1172,589,8948
26.21,3,0.1,0.0,1172,589,8948
26.227,3,0.1,0.0,1172,589,8948
26.538,3,0.1,0.0,1172,590,8948
26.265,3,0.1,0.0,1172,590,8948
26.269,3,0.1,0.0,1172,590,8948
26.204,3,0.1,0.0,1172,590,8948
26.227,3,0.1,0.0,1172,591,8948
26.573,3,0.1,0.0,1172,591,8948
26.239,3,0.1,0.0,1172,591,8948
26.204,3,0.1,0.0,1172,592,8948
26.516,3,0.1,0.0,1172,592,8948
26.822,3,0.1,0.0,1172,592,8948
26.19,3,0.1,0.0,1172,593,8948
26.508,3,0.1,0.0,1172,593,8948
26.475,3,0.1,0.0,1172,593,8948
26.263,3,0.1,0.0,1172,594,8948
26.549,3,0.1,0.0,1172,594,8948
26.282,3,0.1,0.0,1172,594,8948
26.3,3,0.1,0.0,1172,594,8948
26.526,3,0.1,0.0,1172,595,8948
26.226,3,0.1,0.0,1172,595,8948
26.254,3,0.1,0.0,1172,595,8948
26.394,3,0.1,0.0,1172,595,8948
26.2,3,0.1,0.0,1172,596,8948
26.194,3,0.1,0.0,1172,596,8948
26.28,3,0.1,0.0,1172,596,8948
26.321,3,0.1,0.0,1172,597,8948
26.326,3,0.1,0.0,1172,597,8948
26.386,3,0.1,0.0,1172,597,8948
26.508,3,0.1,0.0,1172,598,8948
26.246,3,0.1,0.0,1172,598,8948
26.196,3,0.1,0.0,1281,476,8948
27.612,3,0.1,0.0,1281,476,8948
26.485,3,0.1,0.0,1281,476,8948
26.318,3,0.1,0.0,1281,476,8948
26.225,3,0.1,0.0,1281,477,8948
26.163,3,0.1,0.0,1281,477,8948
26.399,3,0.1,0.0,1281,477,8948
26.38,3,0.1,0.0,1281,478,8948
26.309,3,0.1,0.0,1281,478,8948
26.269,3,0.1,0.0,1281,478,8948
26.195,3,0.1,0.0,1281,478,8948
26.272,3,0.1,0.0,1281,478,8948
26.317,3,0.1,0.0,1281,479,8948
26.269,3,0.1,0.0,1281,479,8948
26.335,3,0.1,0.0,1281,479,8948
26.281,3,0.1,0.0,1281,480,8948
26.317,3,0.1,0.0,1281,480,8948
26.235,3,0.1,0.0,1281,480,8948
26.317,3,0.1,0.0,1281,480,8948
26.234,3,0.1,0.0,1281,481,8948
26.263,3,0.1,0.0,1281,481,8948
26.259,3,0.1,0.0,1281,481,8948
26.402,3,0.1,0.0,1281,482,8948
26.406,3,0.1,0.0,1281,482,8948
26.358,3,0.1,0.0,1281,482,8948
26.279,3,0.1,0.0,1281,482,8948
26.214,3,0.1,0.0,1281,483,8948
26.241,3,0.1,0.0,1281,483,8948
26.542,3,0.1,0.0,1281,483,8948
26.187,3,0.1,0.0,1281,483,8948
26.272,3,0.1,0.0,1281,484,8948
26.403,3,0.1,0.0,1281,484,8948
26.206,3,0.1,0.0,1281,484,8948
26.276,3,0.1,0.0,1281,484,8948
26.208,3,0.1,0.0,1281,485,8948
26.203,3,0.1,0.0,1281,485,8948
26.193,3,0.1,0.0,1281,485,8948
26.205,3,0.1,0.0,1281,486,8948
26.166,3,0.1,0.0,1281,486,8948
26.786,3,0.1,0.0,1281,486,8948
26.338,3,0.1,0.0,1281,486,8948
26.441,3,0.1,0.0,1281,487,8948
26.171,3,0.1,0.0,1281,487,8948
26.36,3,0.1,0.0,1281,487,8948
26.398,3,0.1,0.0,1281,488,8948
26.213,3,0.1,0.0,1281,488,8948
26.211,3,0.1,0.0,1281,488,8948
26.321,3,0.1,0.0,1281,488,8948
26.233,3,0.1,0.0,1281,489,8948
26.369,3,0.1,0.0,1281,489,8948
26.278,3,0.1,0.0,1281,489,8948
26.232,3,0.1,0.0,1281,490,8948
26.791,3,0.1,0.0,1281,490,8948
26.454,3,0.1,0.0,1281,490,8948
26.205,3,0.1,0.0,1281,490,8948
26.241,3,0.1,0.0,1281,491,8948
26.304,3,0.1,0.0,1281,491,8948
26.231,3,0.1,0.0,1281,491,8948
26.198,3,0.1,0.0,1281,491,8948
26.248,3,0.1,0.0,1281,492,8948
26.225,3,0.1,0.0,1281,492,8948
26.368,3,0.1,0.0,1281,492,8948
26.48,3,0.1,0.0,1281,493,8948
26.204,3,0.1,0.0,1281,493,8948
26.18,3,0.1,0.0,1281,493,8948
26.622,3,0.1,0.0,1281,493,8948
26.218,3,0.1,0.0,1281,494,8948
